course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Game Development with Unity | Dr. Robert Davis | Intermediate,Game Development with Unity,Dr. Robert Davis,Intermediate,Yes,Yes,52.95,301.06,0.749,24875.0,4.14,Course Name: Game Development with Unity. Instructor: Dr. Robert Davis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.95. Course Price: 301.06. Feedback Score: 0.749. Enrollment Numbers: 24875.0. Average Rating: 4.14.
Game Development with Unity | Emma Harris | Advanced,Game Development with Unity,Emma Harris,Advanced,Yes,Yes,49.89,247.28,0.778,26260.0,3.86,Course Name: Game Development with Unity. Instructor: Emma Harris. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.89. Course Price: 247.28. Feedback Score: 0.778. Enrollment Numbers: 26260.0. Average Rating: 3.86.
Game Development with Unity | Emma Harris | Beginner,Game Development with Unity,Emma Harris,Beginner,Yes,Yes,56.11,267.13,0.768,25680.0,3.9,Course Name: Game Development with Unity. Instructor: Emma Harris. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.11. Course Price: 267.13. Feedback Score: 0.768. Enrollment Numbers: 25680.0. Average Rating: 3.9.
Game Development with Unity | Emma Harris | Intermediate,Game Development with Unity,Emma Harris,Intermediate,Yes,Yes,48.02,262.42,0.754,25388.0,4.0,Course Name: Game Development with Unity. Instructor: Emma Harris. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.02. Course Price: 262.42. Feedback Score: 0.754. Enrollment Numbers: 25388.0. Average Rating: 4.0.
Game Development with Unity | Ethan Hall | Advanced,Game Development with Unity,Ethan Hall,Advanced,No,No,53.3,230.25,0.755,21501.0,3.63,Course Name: Game Development with Unity. Instructor: Ethan Hall. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 53.3. Course Price: 230.25. Feedback Score: 0.755. Enrollment Numbers: 21501.0. Average Rating: 3.63.
Game Development with Unity | Ethan Hall | Beginner,Game Development with Unity,Ethan Hall,Beginner,No,Yes,54.34,266.04,0.746,24177.0,3.97,Course Name: Game Development with Unity. Instructor: Ethan Hall. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.34. Course Price: 266.04. Feedback Score: 0.746. Enrollment Numbers: 24177.0. Average Rating: 3.97.
Game Development with Unity | Ethan Hall | Intermediate,Game Development with Unity,Ethan Hall,Intermediate,No,Yes,46.16,271.05,0.739,25838.0,3.97,Course Name: Game Development with Unity. Instructor: Ethan Hall. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 46.16. Course Price: 271.05. Feedback Score: 0.739. Enrollment Numbers: 25838.0. Average Rating: 3.97.
Game Development with Unity | Isabella Scott | Advanced,Game Development with Unity,Isabella Scott,Advanced,Yes,Yes,48.57,216.55,0.754,26066.0,4.03,Course Name: Game Development with Unity. Instructor: Isabella Scott. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.57. Course Price: 216.55. Feedback Score: 0.754. Enrollment Numbers: 26066.0. Average Rating: 4.03.
Game Development with Unity | Isabella Scott | Beginner,Game Development with Unity,Isabella Scott,Beginner,Yes,No,47.75,260.1,0.75,24642.0,3.9,Course Name: Game Development with Unity. Instructor: Isabella Scott. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 47.75. Course Price: 260.1. Feedback Score: 0.75. Enrollment Numbers: 24642.0. Average Rating: 3.9.
Game Development with Unity | Isabella Scott | Intermediate,Game Development with Unity,Isabella Scott,Intermediate,Yes,Yes,52.54,275.38,0.736,22301.0,4.08,Course Name: Game Development with Unity. Instructor: Isabella Scott. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.54. Course Price: 275.38. Feedback Score: 0.736. Enrollment Numbers: 22301.0. Average Rating: 4.08.
Game Development with Unity | James Clark | Advanced,Game Development with Unity,James Clark,Advanced,Yes,Yes,49.59,234.01,0.763,27561.0,3.91,Course Name: Game Development with Unity. Instructor: James Clark. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.59. Course Price: 234.01. Feedback Score: 0.763. Enrollment Numbers: 27561.0. Average Rating: 3.91.
Game Development with Unity | James Clark | Beginner,Game Development with Unity,James Clark,Beginner,Yes,Yes,52.26,241.69,0.739,27202.0,4.0,Course Name: Game Development with Unity. Instructor: James Clark. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.26. Course Price: 241.69. Feedback Score: 0.739. Enrollment Numbers: 27202.0. Average Rating: 4.0.
Game Development with Unity | James Clark | Intermediate,Game Development with Unity,James Clark,Intermediate,No,Yes,52.73,288.06,0.801,26080.0,4.11,Course Name: Game Development with Unity. Instructor: James Clark. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.73. Course Price: 288.06. Feedback Score: 0.801. Enrollment Numbers: 26080.0. Average Rating: 4.11.
Game Development with Unity | Jessica Martinez | Advanced,Game Development with Unity,Jessica Martinez,Advanced,Yes,Yes,44.99,241.16,0.755,25780.0,3.93,Course Name: Game Development with Unity. Instructor: Jessica Martinez. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 44.99. Course Price: 241.16. Feedback Score: 0.755. Enrollment Numbers: 25780.0. Average Rating: 3.93.
Game Development with Unity | Jessica Martinez | Beginner,Game Development with Unity,Jessica Martinez,Beginner,Yes,Yes,57.29,243.81,0.75,23729.0,3.93,Course Name: Game Development with Unity. Instructor: Jessica Martinez. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.29. Course Price: 243.81. Feedback Score: 0.75. Enrollment Numbers: 23729.0. Average Rating: 3.93.
Game Development with Unity | Jessica Martinez | Intermediate,Game Development with Unity,Jessica Martinez,Intermediate,No,Yes,52.55,252.35,0.747,25301.0,3.83,Course Name: Game Development with Unity. Instructor: Jessica Martinez. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.55. Course Price: 252.35. Feedback Score: 0.747. Enrollment Numbers: 25301.0. Average Rating: 3.83.
Game Development with Unity | Liam Adams | Advanced,Game Development with Unity,Liam Adams,Advanced,Yes,Yes,55.06,262.24,0.726,23951.0,4.12,Course Name: Game Development with Unity. Instructor: Liam Adams. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.06. Course Price: 262.24. Feedback Score: 0.726. Enrollment Numbers: 23951.0. Average Rating: 4.12.
Game Development with Unity | Liam Adams | Beginner,Game Development with Unity,Liam Adams,Beginner,Yes,Yes,53.54,264.06,0.743,25958.0,3.97,Course Name: Game Development with Unity. Instructor: Liam Adams. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.54. Course Price: 264.06. Feedback Score: 0.743. Enrollment Numbers: 25958.0. Average Rating: 3.97.
Game Development with Unity | Liam Adams | Intermediate,Game Development with Unity,Liam Adams,Intermediate,Yes,Yes,58.4,241.86,0.767,23980.0,3.82,Course Name: Game Development with Unity. Instructor: Liam Adams. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 58.4. Course Price: 241.86. Feedback Score: 0.767. Enrollment Numbers: 23980.0. Average Rating: 3.82.
Game Development with Unity | Michael Brown | Advanced,Game Development with Unity,Michael Brown,Advanced,No,Yes,58.08,262.65,0.727,27961.0,3.98,Course Name: Game Development with Unity. Instructor: Michael Brown. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 58.08. Course Price: 262.65. Feedback Score: 0.727. Enrollment Numbers: 27961.0. Average Rating: 3.98.
Game Development with Unity | Michael Brown | Beginner,Game Development with Unity,Michael Brown,Beginner,Yes,Yes,48.68,268.03,0.739,23351.0,3.95,Course Name: Game Development with Unity. Instructor: Michael Brown. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.68. Course Price: 268.03. Feedback Score: 0.739. Enrollment Numbers: 23351.0. Average Rating: 3.95.
Game Development with Unity | Michael Brown | Intermediate,Game Development with Unity,Michael Brown,Intermediate,No,Yes,58.28,217.42,0.721,26069.0,3.91,Course Name: Game Development with Unity. Instructor: Michael Brown. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 58.28. Course Price: 217.42. Feedback Score: 0.721. Enrollment Numbers: 26069.0. Average Rating: 3.91.
Game Development with Unity | Olivia Taylor | Advanced,Game Development with Unity,Olivia Taylor,Advanced,Yes,Yes,49.21,236.18,0.76,26279.0,4.12,Course Name: Game Development with Unity. Instructor: Olivia Taylor. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.21. Course Price: 236.18. Feedback Score: 0.76. Enrollment Numbers: 26279.0. Average Rating: 4.12.
Game Development with Unity | Olivia Taylor | Beginner,Game Development with Unity,Olivia Taylor,Beginner,No,Yes,51.49,263.24,0.755,24445.0,4.05,Course Name: Game Development with Unity. Instructor: Olivia Taylor. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.49. Course Price: 263.24. Feedback Score: 0.755. Enrollment Numbers: 24445.0. Average Rating: 4.05.
Game Development with Unity | Olivia Taylor | Intermediate,Game Development with Unity,Olivia Taylor,Intermediate,Yes,Yes,49.92,253.98,0.758,27244.0,3.91,Course Name: Game Development with Unity. Instructor: Olivia Taylor. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.92. Course Price: 253.98. Feedback Score: 0.758. Enrollment Numbers: 27244.0. Average Rating: 3.91.
Game Development with Unity | Prof. Emily Johnson | Advanced,Game Development with Unity,Prof. Emily Johnson,Advanced,Yes,Yes,47.56,265.1,0.722,30327.0,4.01,Course Name: Game Development with Unity. Instructor: Prof. Emily Johnson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.56. Course Price: 265.1. Feedback Score: 0.722. Enrollment Numbers: 30327.0. Average Rating: 4.01.
Game Development with Unity | Prof. Emily Johnson | Beginner,Game Development with Unity,Prof. Emily Johnson,Beginner,No,Yes,52.58,247.18,0.756,26965.0,4.01,Course Name: Game Development with Unity. Instructor: Prof. Emily Johnson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.58. Course Price: 247.18. Feedback Score: 0.756. Enrollment Numbers: 26965.0. Average Rating: 4.01.
Game Development with Unity | Prof. Emily Johnson | Intermediate,Game Development with Unity,Prof. Emily Johnson,Intermediate,Yes,Yes,49.96,262.48,0.774,23723.0,3.9,Course Name: Game Development with Unity. Instructor: Prof. Emily Johnson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.96. Course Price: 262.48. Feedback Score: 0.774. Enrollment Numbers: 23723.0. Average Rating: 3.9.
Game Development with Unity | Sarah Lee | Advanced,Game Development with Unity,Sarah Lee,Advanced,Yes,Yes,52.72,290.49,0.709,19687.0,4.1,Course Name: Game Development with Unity. Instructor: Sarah Lee. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.72. Course Price: 290.49. Feedback Score: 0.709. Enrollment Numbers: 19687.0. Average Rating: 4.1.
Game Development with Unity | Sarah Lee | Beginner,Game Development with Unity,Sarah Lee,Beginner,Yes,Yes,56.5,268.94,0.727,25854.0,3.88,Course Name: Game Development with Unity. Instructor: Sarah Lee. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.5. Course Price: 268.94. Feedback Score: 0.727. Enrollment Numbers: 25854.0. Average Rating: 3.88.
Game Development with Unity | Sarah Lee | Intermediate,Game Development with Unity,Sarah Lee,Intermediate,Yes,Yes,50.37,228.43,0.743,23577.0,3.95,Course Name: Game Development with Unity. Instructor: Sarah Lee. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.37. Course Price: 228.43. Feedback Score: 0.743. Enrollment Numbers: 23577.0. Average Rating: 3.95.
Game Development with Unity | Sophia Anderson | Advanced,Game Development with Unity,Sophia Anderson,Advanced,Yes,Yes,52.35,267.37,0.697,22349.0,3.96,Course Name: Game Development with Unity. Instructor: Sophia Anderson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.35. Course Price: 267.37. Feedback Score: 0.697. Enrollment Numbers: 22349.0. Average Rating: 3.96.
Game Development with Unity | Sophia Anderson | Beginner,Game Development with Unity,Sophia Anderson,Beginner,No,Yes,52.02,270.7,0.738,24293.0,4.01,Course Name: Game Development with Unity. Instructor: Sophia Anderson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.02. Course Price: 270.7. Feedback Score: 0.738. Enrollment Numbers: 24293.0. Average Rating: 4.01.
Game Development with Unity | Sophia Anderson | Intermediate,Game Development with Unity,Sophia Anderson,Intermediate,Yes,Yes,53.72,253.25,0.737,26096.0,3.94,Course Name: Game Development with Unity. Instructor: Sophia Anderson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.72. Course Price: 253.25. Feedback Score: 0.737. Enrollment Numbers: 26096.0. Average Rating: 3.94.
Game Development with Unity | William Thomas | Advanced,Game Development with Unity,William Thomas,Advanced,Yes,Yes,50.56,280.95,0.755,25671.0,4.03,Course Name: Game Development with Unity. Instructor: William Thomas. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.56. Course Price: 280.95. Feedback Score: 0.755. Enrollment Numbers: 25671.0. Average Rating: 4.03.
Game Development with Unity | William Thomas | Beginner,Game Development with Unity,William Thomas,Beginner,Yes,No,54.57,263.08,0.75,24361.0,3.95,Course Name: Game Development with Unity. Instructor: William Thomas. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 54.57. Course Price: 263.08. Feedback Score: 0.75. Enrollment Numbers: 24361.0. Average Rating: 3.95.
Game Development with Unity | William Thomas | Intermediate,Game Development with Unity,William Thomas,Intermediate,Yes,Yes,46.1,291.8,0.734,22963.0,3.9,Course Name: Game Development with Unity. Instructor: William Thomas. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 46.1. Course Price: 291.8. Feedback Score: 0.734. Enrollment Numbers: 22963.0. Average Rating: 3.9.
Graphic Design with Canva | Alexander Young | Advanced,Graphic Design with Canva,Alexander Young,Advanced,No,Yes,49.48,217.88,0.724,24252.0,4.01,Course Name: Graphic Design with Canva. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 49.48. Course Price: 217.88. Feedback Score: 0.724. Enrollment Numbers: 24252.0. Average Rating: 4.01.
